user_id,registration_date,region,age_group
834,2025-09-20,NSW,35-44
835,2025-09-17,SA,45-54
836,2025-08-04,VIC,45-54
837,2025-08-25,SA,25-34
838,2025-09-24,VIC,55-64
839,2025-06-17,VIC,25-34
840,2025-08-10,NSW,25-34
841,2025-08-28,NSW,25-34
842,2025-07-15,ACT,18-24
843,2025-06-04,NSW,25-34
844,2025-07-06,ACT,18-24
845,2025-08-09,VIC,45-54
846,2025-07-01,NSW,18-24
847,2025-06-19,NSW,45-54
848,2025-07-31,NSW,18-24
849,2025-09-16,TAS,65+
850,2025-07-24,VIC,45-54
851,2025-07-09,VIC,18-24
852,2025-08-30,NSW,45-54
853,2025-08-13,NSW,35-44
854,2025-08-29,VIC,45-54
855,2025-06-19,NSW,35-44
856,2025-07-09,WA,35-44
857,2025-08-06,VIC,45-54
858,2025-07-15,VIC,25-34
859,2025-06-13,VIC,18-24
860,2025-09-22,VIC,55-64
861,2025-08-31,NT,25-34
862,2025-07-28,VIC,35-44
863,2025-06-20,NSW,18-24
864,2025-08-31,QLD,35-44
865,2025-08-11,NSW,65+
866,2025-07-31,NSW,25-34
867,2025-09-13,ACT,25-34
868,2025-07-09,WA,45-54
869,2025-06-01,NT,45-54
870,2025-06-03,VIC,25-34
871,2025-08-16,VIC,25-34
872,2025-08-31,NSW,55-64
873,2025-08-01,NSW,35-44
874,2025-09-29,WA,18-24
875,2025-08-02,VIC,18-24
876,2025-09-21,WA,35-44
877,2025-06-25,QLD,25-34
878,2025-07-26,NSW,25-34
879,2025-07-03,VIC,55-64
880,2025-07-08,QLD,18-24
881,2025-09-25,NSW,45-54
882,2025-06-06,WA,25-34
883,2025-07-28,VIC,45-54
884,2025-07-14,NSW,45-54
885,2025-07-15,VIC,18-24
886,2025-07-02,NT,35-44
887,2025-07-15,NSW,18-24
888,2025-07-31,WA,55-64
889,2025-07-17,NSW,55-64
890,2025-06-21,WA,25-34
891,2025-08-19,QLD,25-34
892,2025-09-26,NSW,25-34
893,2025-08-24,NSW,45-54
894,2025-08-14,WA,25-34
895,2025-09-09,VIC,25-34
896,2025-07-06,QLD,25-34
897,2025-09-07,NSW,18-24
898,2025-06-19,SA,45-54
899,2025-06-20,QLD,18-24
900,2025-07-27,SA,35-44
901,2025-06-18,NSW,25-34
902,2025-07-17,QLD,25-34
903,2025-09-13,QLD,35-44
904,2025-07-19,VIC,65+
905,2025-06-14,VIC,45-54
906,2025-06-15,NSW,25-34
907,2025-07-01,QLD,25-34
908,2025-06-01,VIC,55-64
909,2025-09-25,NSW,25-34
910,2025-07-24,QLD,18-24
911,2025-09-26,VIC,55-64
912,2025-06-03,NSW,45-54
913,2025-06-16,ACT,65+
914,2025-08-26,TAS,55-64
915,2025-07-27,VIC,55-64
916,2025-08-14,NSW,18-24
917,2025-06-12,WA,18-24
918,2025-08-13,VIC,35-44
919,2025-09-04,NSW,35-44
920,2025-06-16,VIC,25-34
921,2025-08-11,VIC,25-34
922,2025-09-10,VIC,25-34
923,2025-08-15,VIC,35-44
924,2025-06-24,QLD,18-24
925,2025-06-28,TAS,25-34
926,2025-09-25,VIC,35-44
927,2025-06-08,QLD,45-54
928,2025-09-30,SA,25-34
929,2025-08-31,VIC,35-44
930,2025-07-06,VIC,45-54
931,2025-08-29,QLD,25-34
932,2025-06-08,QLD,18-24
933,2025-07-28,WA,25-34
934,2025-07-30,VIC,25-34
935,2025-07-20,NT,55-64
936,2025-06-28,NSW,18-24
937,2025-08-31,NSW,35-44
938,2025-09-09,QLD,18-24
939,2025-07-11,NSW,25-34
940,2025-09-08,NSW,35-44
941,2025-08-03,NSW,25-34
942,2025-06-27,NSW,25-34
943,2025-09-26,NSW,25-34
944,2025-08-02,ACT,25-34
945,2025-06-17,NSW,35-44
946,2025-08-12,QLD,25-34
947,2025-07-03,WA,55-64
948,2025-09-25,TAS,35-44
949,2025-08-23,NSW,25-34
950,2025-08-16,SA,18-24
951,2025-08-31,VIC,35-44
952,2025-09-20,QLD,45-54
953,2025-06-29,QLD,25-34
954,2025-06-13,WA,45-54
955,2025-07-16,VIC,25-34
956,2025-07-05,QLD,45-54
957,2025-06-06,VIC,18-24
958,2025-08-21,WA,55-64
959,2025-09-23,NT,35-44
960,2025-08-08,NSW,25-34
961,2025-07-17,NT,25-34
962,2025-06-25,NSW,25-34
963,2025-08-05,NSW,65+
964,2025-06-10,NSW,25-34
965,2025-07-26,VIC,18-24
966,2025-06-30,QLD,35-44
967,2025-09-22,NSW,35-44
968,2025-09-17,NSW,35-44
969,2025-06-05,TAS,35-44
970,2025-09-27,WA,25-34
971,2025-09-28,WA,55-64
972,2025-07-03,SA,25-34
973,2025-09-26,QLD,18-24
974,2025-08-04,NSW,45-54
975,2025-06-18,VIC,35-44
976,2025-09-04,QLD,25-34
977,2025-09-19,NSW,35-44
978,2025-07-19,QLD,25-34
979,2025-06-11,NSW,25-34
980,2025-08-24,NSW,55-64
981,2025-06-26,VIC,18-24
982,2025-08-02,QLD,25-34
983,2025-08-28,VIC,45-54
984,2025-08-25,QLD,65+
985,2025-07-29,NSW,25-34
986,2025-06-27,NSW,35-44
987,2025-07-19,SA,35-44
988,2025-08-16,QLD,55-64
989,2025-07-03,NSW,55-64
990,2025-09-06,SA,25-34
991,2025-09-13,NSW,25-34
992,2025-09-07,VIC,35-44
993,2025-06-01,NSW,45-54
994,2025-06-21,QLD,35-44
995,2025-09-20,QLD,35-44
996,2025-07-25,NSW,65+
997,2025-06-06,SA,18-24
998,2025-08-31,VIC,25-34
999,2025-08-20,NSW,25-34
1000,2025-08-08,NSW,25-34
1001,2025-09-03,NSW,18-24
1002,2025-06-05,NSW,18-24
1003,2025-09-10,VIC,45-54
1004,2025-06-03,SA,55-64
1005,2025-07-23,VIC,35-44
1006,2025-06-23,NSW,35-44
1007,2025-09-09,NSW,25-34
1008,2025-07-23,NSW,45-54
1009,2025-07-07,VIC,45-54
1010,2025-08-13,WA,35-44
1011,2025-08-13,NSW,25-34
1012,2025-08-22,QLD,18-24
1013,2025-06-17,SA,18-24
1014,2025-08-24,VIC,35-44
1015,2025-08-17,WA,45-54
1016,2025-08-12,VIC,55-64
1017,2025-09-18,QLD,35-44
1018,2025-06-01,VIC,45-54
1019,2025-07-21,VIC,65+
1020,2025-07-15,NSW,25-34
1021,2025-08-16,NSW,25-34
1022,2025-06-04,NSW,55-64
1023,2025-08-01,VIC,25-34
1024,2025-08-04,NSW,55-64
1025,2025-09-21,TAS,65+
1026,2025-09-12,QLD,35-44
1027,2025-07-02,VIC,45-54
1028,2025-07-04,NSW,45-54
1029,2025-08-31,SA,45-54
1030,2025-09-03,WA,25-34
1031,2025-08-11,QLD,18-24
1032,2025-07-09,NSW,25-34
1033,2025-06-26,VIC,35-44
1034,2025-09-30,NSW,18-24
1035,2025-07-04,NSW,18-24
1036,2025-07-24,WA,18-24
1037,2025-09-26,QLD,45-54
1038,2025-06-03,QLD,65+
1039,2025-07-20,SA,65+
1040,2025-06-12,VIC,35-44
1041,2025-08-04,VIC,55-64
1042,2025-07-24,VIC,45-54
1043,2025-09-16,TAS,35-44
1044,2025-06-05,NSW,35-44
1045,2025-09-02,TAS,18-24
1046,2025-09-02,WA,55-64
1047,2025-07-27,NSW,25-34
1048,2025-06-17,VIC,25-34
1049,2025-09-20,SA,35-44
1050,2025-07-17,VIC,25-34
1051,2025-06-23,SA,25-34
1052,2025-08-18,TAS,35-44
1053,2025-09-09,VIC,18-24
1054,2025-08-24,VIC,45-54
1055,2025-06-14,TAS,35-44
1056,2025-08-05,QLD,35-44
1057,2025-08-14,NSW,35-44
1058,2025-07-21,NSW,35-44
1059,2025-09-11,VIC,35-44
1060,2025-07-08,TAS,45-54
1061,2025-08-03,SA,45-54
1062,2025-09-06,QLD,45-54
1063,2025-07-08,NSW,55-64
1064,2025-07-20,NSW,25-34
1065,2025-09-06,SA,25-34
1066,2025-08-21,NSW,65+
1067,2025-06-30,NSW,25-34
1068,2025-08-18,NSW,18-24
1069,2025-08-30,QLD,35-44
1070,2025-07-21,TAS,18-24
1071,2025-08-02,NSW,25-34
1072,2025-09-06,VIC,65+
1073,2025-07-22,QLD,35-44
1074,2025-09-29,NT,25-34
1075,2025-07-08,NSW,65+
1076,2025-09-05,VIC,65+
1077,2025-08-27,VIC,25-34
1078,2025-08-18,SA,25-34
1079,2025-06-30,VIC,45-54
1080,2025-09-27,NSW,45-54
1081,2025-09-14,QLD,45-54
1082,2025-07-21,WA,55-64
1083,2025-08-20,NSW,45-54
1084,2025-06-05,SA,25-34
1085,2025-06-29,NSW,45-54
1086,2025-06-04,VIC,25-34
1087,2025-06-10,VIC,45-54
1088,2025-07-26,QLD,35-44
1089,2025-06-17,VIC,18-24
1090,2025-08-13,SA,35-44
1091,2025-06-17,QLD,25-34
1092,2025-08-23,QLD,25-34
1093,2025-08-27,WA,35-44
1094,2025-08-08,WA,25-34
1095,2025-07-04,NSW,45-54
1096,2025-06-06,VIC,18-24
1097,2025-07-23,TAS,35-44
1098,2025-08-05,NSW,45-54
1099,2025-08-16,QLD,35-44
1100,2025-09-15,ACT,35-44
1101,2025-07-13,NSW,65+
1102,2025-09-20,QLD,25-34
1103,2025-08-14,VIC,18-24
1104,2025-09-23,VIC,25-34
1105,2025-09-19,NSW,18-24
1106,2025-09-29,NSW,65+
1107,2025-06-23,QLD,25-34
1108,2025-07-25,WA,45-54
1109,2025-08-19,WA,45-54
1110,2025-09-03,VIC,25-34
1111,2025-08-14,NSW,35-44
1112,2025-09-26,QLD,18-24
1113,2025-06-16,NSW,35-44
1114,2025-06-08,TAS,18-24
1115,2025-06-04,WA,55-64
1116,2025-09-12,QLD,65+
1117,2025-06-04,TAS,25-34
1118,2025-07-26,NSW,25-34
1119,2025-06-25,QLD,45-54
1120,2025-08-06,VIC,25-34
1121,2025-09-04,SA,55-64
1122,2025-08-06,NSW,35-44
1123,2025-06-27,QLD,25-34
1124,2025-09-01,SA,45-54
1125,2025-07-02,NSW,35-44
1126,2025-07-20,VIC,55-64
1127,2025-07-31,WA,55-64
1128,2025-09-30,VIC,25-34
1129,2025-07-21,NSW,18-24
1130,2025-06-19,NSW,65+
1131,2025-06-21,NSW,55-64
1132,2025-06-05,SA,18-24
1133,2025-08-21,VIC,45-54
1134,2025-08-31,NSW,25-34
1135,2025-07-12,VIC,25-34
1136,2025-07-31,VIC,55-64
1137,2025-06-22,NSW,25-34
1138,2025-06-21,VIC,65+
1139,2025-08-09,VIC,25-34
1140,2025-06-01,VIC,35-44
1141,2025-06-05,QLD,25-34
1142,2025-09-13,NSW,35-44
1143,2025-06-12,QLD,45-54
1144,2025-08-29,VIC,25-34
1145,2025-07-16,VIC,35-44
1146,2025-07-04,QLD,35-44
1147,2025-07-19,VIC,18-24
1148,2025-08-17,SA,45-54
1149,2025-08-29,QLD,25-34
1150,2025-07-15,VIC,35-44
1151,2025-06-27,WA,35-44
1152,2025-08-12,QLD,35-44
1153,2025-06-26,NSW,18-24
1154,2025-09-29,NSW,25-34
1155,2025-07-17,NSW,25-34
1156,2025-09-29,SA,45-54
1157,2025-08-25,QLD,55-64
1158,2025-09-19,TAS,35-44
1159,2025-07-26,QLD,18-24
1160,2025-09-02,VIC,25-34
1161,2025-09-15,NSW,25-34
1162,2025-08-02,QLD,18-24
1163,2025-07-18,VIC,25-34
1164,2025-07-31,NT,25-34
1165,2025-08-20,NSW,25-34
1166,2025-06-26,VIC,18-24
1167,2025-07-06,QLD,18-24
1168,2025-06-01,QLD,18-24
1169,2025-06-08,VIC,25-34
1170,2025-09-21,WA,25-34
1171,2025-09-07,NSW,35-44
1172,2025-07-22,QLD,18-24
1173,2025-08-18,QLD,25-34
1174,2025-07-17,SA,25-34
1175,2025-07-26,SA,25-34
1176,2025-08-25,NSW,18-24
1177,2025-06-14,NSW,35-44
1178,2025-08-29,NT,45-54
1179,2025-06-28,VIC,25-34
1180,2025-08-26,SA,18-24
1181,2025-08-17,NSW,55-64
1182,2025-08-27,QLD,25-34
1183,2025-06-02,WA,25-34
1184,2025-09-17,TAS,55-64
1185,2025-06-26,VIC,45-54
1186,2025-06-14,QLD,25-34
1187,2025-07-29,VIC,35-44
1188,2025-07-26,NSW,25-34
1189,2025-09-23,QLD,18-24
1190,2025-06-07,QLD,35-44
1191,2025-06-03,TAS,18-24
1192,2025-09-19,VIC,25-34
1193,2025-06-23,NSW,65+
1194,2025-09-18,NSW,65+
1195,2025-09-15,VIC,25-34
1196,2025-09-19,NSW,35-44
1197,2025-09-17,WA,35-44
1198,2025-06-18,VIC,55-64
1199,2025-09-30,TAS,25-34
1200,2025-07-08,ACT,18-24
1201,2025-09-07,QLD,25-34
1202,2025-09-23,TAS,25-34
1203,2025-06-15,WA,25-34
1204,2025-08-03,VIC,45-54
1205,2025-08-28,NSW,45-54
1206,2025-09-27,VIC,25-34
1207,2025-09-09,VIC,25-34
1208,2025-06-28,SA,18-24
1209,2025-08-13,VIC,55-64
1210,2025-07-09,SA,55-64
1211,2025-07-27,QLD,65+
1212,2025-06-17,NSW,55-64
1213,2025-09-11,NT,25-34
1214,2025-08-25,VIC,18-24
1215,2025-08-29,VIC,35-44
1216,2025-07-14,QLD,55-64
1217,2025-06-25,NSW,25-34
1218,2025-06-17,QLD,18-24
1219,2025-06-13,VIC,45-54
1220,2025-08-23,VIC,18-24
1221,2025-06-25,ACT,25-34
1222,2025-08-07,VIC,35-44
1223,2025-06-10,NSW,25-34
1224,2025-08-06,VIC,18-24
1225,2025-09-13,TAS,45-54
1226,2025-09-17,NSW,35-44
1227,2025-06-18,NSW,65+
1228,2025-09-19,NSW,25-34
1229,2025-09-08,NSW,18-24
1230,2025-09-19,WA,45-54
1231,2025-08-25,QLD,35-44
1232,2025-07-04,VIC,25-34
1233,2025-09-19,QLD,45-54
1234,2025-06-08,VIC,25-34
1235,2025-07-10,ACT,25-34
1236,2025-09-21,ACT,18-24
1237,2025-09-16,VIC,25-34
1238,2025-08-22,SA,25-34
1239,2025-07-12,WA,35-44
1240,2025-07-11,NSW,45-54
1241,2025-09-09,NSW,55-64
1242,2025-06-06,VIC,18-24
1243,2025-07-22,WA,18-24
1244,2025-06-26,ACT,18-24
1245,2025-08-03,WA,18-24
1246,2025-09-06,SA,35-44
1247,2025-07-29,QLD,45-54
1248,2025-07-26,WA,45-54
1249,2025-07-29,WA,25-34
1250,2025-09-17,VIC,25-34
1251,2025-08-09,VIC,35-44
1252,2025-09-09,WA,18-24
1253,2025-09-29,NSW,35-44
1254,2025-07-03,WA,65+
1255,2025-07-23,NSW,25-34
1256,2025-06-22,VIC,45-54
1257,2025-06-21,WA,35-44
1258,2025-08-09,NSW,18-24
1259,2025-08-09,NSW,35-44
1260,2025-09-27,VIC,25-34
1261,2025-09-20,SA,18-24
1262,2025-06-04,NSW,35-44
1263,2025-09-02,SA,55-64
1264,2025-08-14,NSW,25-34
1265,2025-08-01,NT,25-34
1266,2025-08-01,ACT,55-64
1267,2025-09-02,VIC,45-54
1268,2025-09-03,VIC,45-54
1269,2025-06-24,VIC,25-34
1270,2025-07-25,QLD,55-64
1271,2025-06-09,NSW,18-24
1272,2025-09-27,NSW,35-44
1273,2025-06-03,NSW,18-24
1274,2025-09-23,VIC,35-44
1275,2025-07-01,NSW,25-34
1276,2025-07-10,QLD,25-34
1277,2025-09-09,NT,25-34
1278,2025-07-06,VIC,25-34
1279,2025-06-24,VIC,35-44
1280,2025-09-03,VIC,55-64
1281,2025-06-06,SA,65+
1282,2025-08-05,SA,25-34
1283,2025-08-23,SA,45-54
1284,2025-08-31,ACT,35-44
1285,2025-08-14,NSW,25-34
1286,2025-06-04,WA,18-24
1287,2025-08-18,WA,45-54
1288,2025-06-06,NSW,65+
1289,2025-09-26,ACT,35-44
1290,2025-09-21,NSW,25-34
1291,2025-09-02,QLD,35-44
1292,2025-09-28,NSW,25-34
1293,2025-09-10,VIC,45-54
1294,2025-07-21,QLD,45-54
1295,2025-08-01,VIC,18-24
1296,2025-07-27,VIC,55-64
1297,2025-08-05,NSW,25-34
1298,2025-08-18,WA,65+
1299,2025-08-14,NSW,25-34
1300,2025-06-08,VIC,25-34
1301,2025-06-26,SA,25-34
1302,2025-07-21,SA,25-34
1303,2025-07-15,VIC,18-24
1304,2025-07-14,WA,35-44
1305,2025-06-05,WA,35-44
1306,2025-08-09,SA,45-54
1307,2025-06-26,VIC,18-24
1308,2025-09-26,NSW,35-44
1309,2025-08-07,NSW,18-24
1310,2025-06-19,NSW,45-54
1311,2025-08-23,QLD,18-24
1312,2025-09-05,NSW,55-64
1313,2025-06-20,QLD,45-54
1314,2025-09-21,VIC,35-44
1315,2025-06-12,NSW,25-34
1316,2025-07-17,SA,18-24
1317,2025-06-01,VIC,25-34
1318,2025-08-29,NSW,55-64
1319,2025-06-14,WA,55-64
1320,2025-08-03,NSW,18-24
1321,2025-07-08,QLD,35-44
1322,2025-07-07,WA,45-54
1323,2025-06-11,VIC,35-44
1324,2025-09-08,WA,18-24
1325,2025-08-16,VIC,25-34
1326,2025-09-15,VIC,25-34
1327,2025-06-03,NSW,45-54
1328,2025-07-03,NSW,35-44
1329,2025-06-06,TAS,35-44
1330,2025-07-20,VIC,55-64
1331,2025-09-28,VIC,35-44
1332,2025-06-10,VIC,55-64
1333,2025-06-05,QLD,25-34
1334,2025-06-23,NSW,18-24
1335,2025-06-10,VIC,55-64
1336,2025-07-14,QLD,25-34
1337,2025-06-02,NSW,25-34
1338,2025-06-13,NSW,25-34
1339,2025-07-10,NSW,18-24
1340,2025-06-02,VIC,35-44
1341,2025-08-23,SA,55-64
1342,2025-08-04,NSW,55-64
1343,2025-08-02,NSW,55-64
1344,2025-09-09,NSW,18-24
1345,2025-08-12,QLD,25-34
1346,2025-06-17,QLD,18-24
1347,2025-06-09,VIC,55-64
1348,2025-08-14,WA,25-34
1349,2025-06-15,QLD,35-44
1350,2025-06-24,SA,45-54
1351,2025-07-08,WA,25-34
1352,2025-09-27,NSW,25-34
1353,2025-07-05,NSW,65+
1354,2025-09-02,NSW,65+
1355,2025-09-03,VIC,25-34
1356,2025-07-19,NT,35-44
1357,2025-08-08,VIC,65+
1358,2025-08-01,NSW,18-24
1359,2025-07-30,WA,25-34
1360,2025-09-16,VIC,18-24
1361,2025-07-20,NSW,35-44
1362,2025-08-17,VIC,18-24
1363,2025-09-25,VIC,25-34
1364,2025-09-28,WA,25-34
1365,2025-08-14,NSW,35-44
1366,2025-06-09,NSW,65+
1367,2025-07-04,VIC,45-54
1368,2025-08-15,NSW,55-64
1369,2025-09-07,QLD,35-44
1370,2025-07-05,VIC,18-24
1371,2025-06-01,VIC,25-34
1372,2025-07-10,TAS,55-64
1373,2025-08-03,QLD,25-34
1374,2025-06-22,NSW,18-24
1375,2025-07-30,VIC,45-54
1376,2025-08-03,WA,25-34
1377,2025-09-01,QLD,25-34
1378,2025-08-11,NSW,65+
1379,2025-06-11,ACT,55-64
1380,2025-09-13,VIC,25-34
1381,2025-09-09,NSW,65+
1382,2025-06-14,NSW,35-44
1383,2025-07-30,NSW,45-54
1384,2025-06-30,WA,18-24
1385,2025-07-05,NSW,18-24
1386,2025-08-24,NSW,35-44
1387,2025-07-07,SA,55-64
1388,2025-06-05,VIC,35-44
1389,2025-08-22,NSW,18-24
1390,2025-08-17,NSW,18-24
1391,2025-06-26,NSW,55-64
1392,2025-08-01,NSW,18-24
1393,2025-06-04,QLD,35-44
1394,2025-08-28,NSW,18-24
1395,2025-09-17,NSW,18-24
1396,2025-07-12,WA,35-44
1397,2025-08-28,QLD,45-54
1398,2025-06-18,VIC,25-34
1399,2025-07-10,VIC,25-34
1400,2025-08-11,NSW,45-54
1401,2025-07-09,VIC,25-34
1402,2025-09-12,VIC,35-44
1403,2025-06-14,VIC,65+
1404,2025-07-02,SA,18-24
1405,2025-07-21,NSW,65+
1406,2025-07-08,WA,25-34
1407,2025-09-05,NSW,35-44
1408,2025-06-23,WA,25-34
1409,2025-08-02,QLD,65+
1410,2025-06-15,SA,25-34
1411,2025-09-05,NSW,25-34
1412,2025-06-25,VIC,65+
1413,2025-06-17,VIC,35-44
1414,2025-09-05,QLD,35-44
1415,2025-09-19,VIC,25-34
1416,2025-09-27,VIC,45-54
1417,2025-08-05,VIC,18-24
1418,2025-08-17,NSW,18-24
1419,2025-07-23,VIC,35-44
1420,2025-09-12,NSW,25-34
1421,2025-09-12,ACT,65+
1422,2025-07-21,QLD,55-64
1423,2025-07-09,ACT,45-54
1424,2025-07-21,NSW,45-54
1425,2025-08-09,SA,35-44
1426,2025-06-06,WA,18-24
1427,2025-08-06,QLD,45-54
1428,2025-06-07,QLD,25-34
1429,2025-07-21,NSW,25-34
1430,2025-08-11,WA,45-54
1431,2025-07-12,VIC,35-44
1432,2025-08-03,NSW,55-64
1433,2025-09-24,NSW,25-34
1434,2025-06-15,TAS,35-44
1435,2025-09-19,SA,18-24
1436,2025-06-29,NT,35-44
1437,2025-07-03,QLD,45-54
1438,2025-09-24,NSW,35-44
1439,2025-09-02,NSW,25-34
1440,2025-09-11,NSW,18-24
1441,2025-06-27,NSW,18-24
1442,2025-07-06,VIC,35-44
1443,2025-06-29,NSW,55-64
1444,2025-07-08,VIC,25-34
1445,2025-07-27,TAS,45-54
1446,2025-09-05,VIC,55-64
1447,2025-09-09,SA,35-44
1448,2025-06-27,QLD,35-44
1449,2025-07-25,NSW,45-54
1450,2025-07-03,VIC,25-34
1451,2025-08-07,NSW,25-34
1452,2025-08-25,VIC,18-24
1453,2025-08-05,QLD,65+
1454,2025-06-10,NSW,55-64
1455,2025-06-05,NSW,45-54
1456,2025-08-13,VIC,18-24
1457,2025-09-05,NT,25-34
1458,2025-09-26,WA,18-24
1459,2025-07-08,QLD,18-24
1460,2025-06-13,NSW,35-44
1461,2025-07-01,WA,65+
1462,2025-07-17,WA,55-64
1463,2025-09-08,QLD,45-54
1464,2025-09-17,NT,18-24
1465,2025-08-27,NSW,25-34
1466,2025-07-22,TAS,25-34
1467,2025-07-26,TAS,45-54
1468,2025-06-15,NSW,45-54
1469,2025-06-29,VIC,25-34
1470,2025-06-08,ACT,25-34
1471,2025-06-05,NSW,18-24
1472,2025-06-29,VIC,25-34
1473,2025-07-17,ACT,25-34
1474,2025-08-07,VIC,18-24
1475,2025-08-15,NSW,25-34
1476,2025-07-15,VIC,55-64
1477,2025-06-02,NSW,35-44
1478,2025-06-27,VIC,18-24
1479,2025-09-03,NSW,25-34
1480,2025-09-23,QLD,35-44
1481,2025-09-23,VIC,25-34
1482,2025-07-06,QLD,25-34
1483,2025-07-06,QLD,35-44
1484,2025-06-26,VIC,35-44
1485,2025-07-13,QLD,45-54
1486,2025-06-27,NSW,25-34
1487,2025-08-08,QLD,45-54
1488,2025-06-20,NSW,25-34
1489,2025-06-11,TAS,18-24
1490,2025-08-13,NSW,35-44
1491,2025-09-12,VIC,35-44
1492,2025-07-08,QLD,55-64
1493,2025-06-06,VIC,45-54
1494,2025-08-11,NSW,55-64
1495,2025-06-23,VIC,55-64
1496,2025-07-17,QLD,35-44
1497,2025-08-29,QLD,35-44
1498,2025-07-16,VIC,35-44
1499,2025-09-15,VIC,65+
1500,2025-06-12,VIC,45-54
1501,2025-08-29,QLD,18-24
1502,2025-06-13,VIC,45-54
1503,2025-09-12,VIC,25-34
1504,2025-08-01,NSW,25-34
1505,2025-08-21,NSW,25-34
1506,2025-08-28,NSW,45-54
1507,2025-09-05,NSW,55-64
1508,2025-09-19,VIC,25-34
1509,2025-09-12,QLD,18-24
1510,2025-07-30,NSW,25-34
1511,2025-07-13,TAS,35-44
1512,2025-08-15,NSW,25-34
1513,2025-09-16,WA,25-34
1514,2025-09-08,QLD,25-34
1515,2025-09-20,VIC,35-44
1516,2025-08-07,NSW,25-34
1517,2025-06-05,QLD,45-54
1518,2025-09-28,VIC,18-24
1519,2025-07-07,TAS,35-44
1520,2025-08-11,VIC,25-34
1521,2025-09-14,TAS,35-44
1522,2025-09-21,NSW,25-34
1523,2025-08-31,QLD,45-54
1524,2025-07-01,QLD,65+
1525,2025-09-30,QLD,55-64
1526,2025-06-09,NSW,35-44
1527,2025-09-26,QLD,35-44
1528,2025-07-21,VIC,45-54
1529,2025-06-29,QLD,45-54
1530,2025-08-17,NSW,25-34
1531,2025-07-10,SA,45-54
1532,2025-07-11,NSW,25-34
1533,2025-08-25,WA,25-34
1534,2025-06-11,SA,25-34
1535,2025-06-23,WA,25-34
1536,2025-06-01,VIC,35-44
1537,2025-07-16,VIC,25-34
1538,2025-09-09,NT,18-24
1539,2025-06-21,NSW,18-24
1540,2025-08-29,VIC,35-44
1541,2025-09-18,QLD,45-54
1542,2025-07-06,QLD,25-34
1543,2025-07-24,NSW,18-24
1544,2025-08-26,QLD,18-24
1545,2025-07-27,WA,55-64
1546,2025-06-01,NSW,35-44
1547,2025-08-02,TAS,25-34
1548,2025-07-24,NSW,18-24
1549,2025-07-25,VIC,45-54
1550,2025-09-23,NSW,35-44
1551,2025-07-10,NSW,25-34
1552,2025-06-15,TAS,18-24
1553,2025-06-21,VIC,25-34
1554,2025-07-17,VIC,45-54
1555,2025-08-12,NSW,55-64
1556,2025-07-23,QLD,35-44
1557,2025-06-09,QLD,45-54
1558,2025-08-13,VIC,18-24
1559,2025-07-22,VIC,35-44
1560,2025-07-27,SA,35-44
1561,2025-09-25,VIC,25-34
1562,2025-06-26,VIC,55-64
1563,2025-07-11,NSW,25-34
1564,2025-07-05,WA,25-34
1565,2025-08-02,VIC,35-44
1566,2025-09-24,VIC,35-44
1567,2025-06-25,NSW,45-54
1568,2025-08-29,NT,18-24
1569,2025-08-14,NSW,55-64
1570,2025-07-08,WA,35-44
1571,2025-06-02,VIC,35-44
1572,2025-06-07,NSW,65+
1573,2025-08-21,WA,45-54
1574,2025-08-30,VIC,18-24
1575,2025-07-04,SA,45-54
1576,2025-08-30,TAS,18-24
1577,2025-06-17,SA,18-24
1578,2025-07-13,NSW,25-34
1579,2025-07-29,WA,65+
1580,2025-09-16,VIC,25-34
1581,2025-07-21,SA,35-44
1582,2025-07-24,QLD,25-34
1583,2025-06-24,WA,45-54
1584,2025-06-25,VIC,35-44
1585,2025-08-10,VIC,35-44
1586,2025-07-22,NSW,25-34
1587,2025-08-09,WA,45-54
1588,2025-09-25,VIC,65+
1589,2025-08-27,VIC,35-44
1590,2025-07-03,WA,35-44
1591,2025-07-19,QLD,55-64
1592,2025-06-29,NSW,18-24
1593,2025-08-02,QLD,45-54
1594,2025-09-15,VIC,55-64
1595,2025-06-22,VIC,18-24
1596,2025-06-26,NSW,25-34
1597,2025-06-28,NSW,25-34
1598,2025-09-22,NSW,35-44
1599,2025-08-24,QLD,35-44
1600,2025-07-19,NSW,25-34
1601,2025-08-10,VIC,25-34
1602,2025-08-20,TAS,25-34
1603,2025-08-23,NSW,25-34
1604,2025-09-13,VIC,18-24
1605,2025-07-19,WA,55-64
1606,2025-06-20,TAS,18-24
1607,2025-09-26,QLD,55-64
1608,2025-08-25,QLD,35-44
1609,2025-08-31,WA,25-34
1610,2025-08-02,VIC,45-54
1611,2025-07-31,WA,35-44
1612,2025-09-12,NSW,35-44
1613,2025-07-19,TAS,18-24
1614,2025-08-10,VIC,25-34
1615,2025-06-01,VIC,25-34
1616,2025-09-04,NSW,18-24
1617,2025-06-13,QLD,25-34
1618,2025-09-02,NSW,18-24
1619,2025-08-26,SA,25-34
1620,2025-07-21,WA,18-24
1621,2025-07-26,NSW,18-24
1622,2025-08-22,WA,25-34
1623,2025-08-01,WA,65+
1624,2025-07-02,QLD,18-24
1625,2025-06-30,VIC,35-44
1626,2025-06-29,NSW,18-24
1627,2025-07-19,NSW,55-64
1628,2025-07-15,NSW,18-24
1629,2025-09-01,SA,65+
1630,2025-06-30,NSW,35-44
